hour,nl_node_1,nl_node_2,nl_node_3
2314,333,0.17335,0.13199
2315,333,0.11434,0.08706
2316,333,0.11434,0.08706
2317,333,0.08238,0.06272
2318,333,0.05742,0.04372
2319,333,0.05742,0.04372
2320,333,0.0363,0.02764
2321,333,0.03157,0.02404
2322,333,0.03157,0.02404
2323,333,0.03583,0.02728
2324,333,0,0
2325,333,0.04473,0.03406
2326,333,0.03483,0.02652
2327,333,0.03114,0.02371
2328,333,0.03114,0.02371
2329,333,0.03514,0.02675
2330,333,0.0484,0.03685
2331,333,0.0484,0.03685
2332,333,0.08289,0.06311
2333,333,0.13276,0.10108
2334,333,0.13276,0.10108
2335,333,0.1226,0.09334
2336,333,0.11288,0.08595
2337,333,0.11288,0.08595
2338,333,0.11441,0.08711
2339,333,0.11594,0.08827
2340,333,0.11594,0.08827
2341,333,0.14358,0.10931
2342,333,0.17417,0.13261
2343,333,0.17417,0.13261
2344,333,0.15327,0.1167
2345,333,0.13367,0.10177
2346,333,0.13367,0.10177
2347,333,0.12509,0.09524
2348,333,0.11682,0.08894
2349,333,0.11682,0.08894
2350,333,0.12364,0.09413
2351,333,0.13066,0.09948
2352,333,0.13066,0.09948
2353,333,0.13041,0.09929
2354,333,0.13015,0.09909
2355,333,0.13015,0.09909
2356,333,0.13447,0.10238
2357,333,0.13886,0.10572
2358,333,0.13886,0.10572
2359,333,0.11357,0.08646
2360,333,0.09114,0.06939
2361,333,0.09114,0.06939
2362,333,0.06794,0.05173
2363,333,0.04996,0.03804
2364,333,0.04996,0.03804
2365,333,0.09258,0.07049
2366,333,0.15509,0.11808
2367,333,0.15509,0.11808
2368,333,0.14072,0.10714
2369,333,0.12705,0.09673
2370,333,0.12705,0.09673
2371,333,0.10651,0.08109
2372,333,0.08809,0.06707
2373,333,0.08809,0.06707
2374,333,0.08098,0.06166
2375,333,0.0743,0.05657
2376,333,0.0743,0.05657
2377,333,0.07409,0.05641
2378,333,0.07389,0.05626
2379,333,0.07389,0.05626
2380,333,0.08321,0.06335
2381,333,0.09333,0.07106
2382,333,0.09333,0.07106
2383,333,0.11385,0.08668
2384,333,0.13673,0.1041
2385,333,0.13673,0.1041
2386,333,0.15266,0.11623
2387,333,0.16944,0.12901
2388,333,0.16944,0.12901
2389,333,0.18379,0.13993
2390,333,0.19864,0.15123
2391,333,0.19864,0.15123
2392,333,0.19775,0.15056
2393,333,0.19687,0.14989
2394,333,0.19687,0.14989
2395,333,0.19723,0.15016
2396,333,0.19758,0.15043
2397,333,0.19758,0.15043
2398,333,0.20231,0.15403
2399,333,0.20708,0.15766
2400,333,0.20708,0.15766
2401,333,0.20911,0.15921
2402,333,0.21114,0.16076
2403,333,0.21114,0.16076
2404,333,0.22584,0.17194
2405,333,0.2409,0.18341
2406,333,0.2409,0.18341
2407,333,0.25722,0.19584
2408,333,0.2739,0.20853
2409,333,0.2739,0.20853
2410,333,0.33659,0.25627
2411,333,0.4022,0.30622
2412,333,0.4022,0.30622
2413,333,0.41353,0.31485
2414,333,0.42489,0.3235
2415,333,0.42489,0.3235
2416,333,0.44985,0.3425
2417,333,0.47489,0.36156
2418,333,0.47489,0.36156
2419,333,0.39039,0.29723
2420,333,0.30874,0.23507
2421,333,0.30874,0.23507
2422,333,0.30261,0.2304
2423,333,0.29651,0.22575
2424,333,0.29651,0.22575
2425,333,0.27024,0.20575
2426,333,0.24477,0.18636
2427,333,0.24477,0.18636
2428,333,0.26688,0.20319
2429,333,0.2896,0.22049
2430,333,0.2896,0.22049
2431,333,0.30528,0.23243
2432,333,0.32118,0.24453
2433,333,0.32118,0.24453
2434,333,0.32472,0.24723
2435,333,0.32828,0.24994
2436,333,0.32828,0.24994
2437,333,0.36935,0.28121
2438,333,0.41131,0.31315
2439,333,0.41131,0.31315
2440,333,0.38683,0.29452
2441,333,0.3626,0.27607
2442,333,0.3626,0.27607
2443,333,0.3585,0.27295
2444,333,0.3544,0.26983
2445,333,0.3544,0.26983
2446,333,0.35869,0.27309
2447,333,0.36298,0.27636
2448,333,0.36298,0.27636
2449,333,0.31342,0.23863
2450,333,0.26588,0.20243
2451,333,0.26588,0.20243
2452,333,0.24787,0.18872
2453,333,0.2303,0.17534
2454,333,0.2303,0.17534
2455,333,0.21379,0.16277
2456,333,0.19776,0.15057
2457,333,0.19776,0.15057
2458,333,0.17918,0.13642
2459,333,0.16141,0.12289
2460,333,0.16141,0.12289
2461,333,0.15799,0.12029
2462,333,0.1546,0.11771
2463,333,0.1546,0.11771
2464,333,0.19189,0.1461
2465,333,0.23254,0.17705
2466,333,0.23254,0.17705
2467,333,0.23244,0.17697
2468,333,0.23235,0.1769
2469,333,0.23235,0.1769
2470,333,0.17624,0.13418
2471,333,0.12716,0.09682
2472,333,0.12716,0.09682
2473,333,0.1167,0.08885
2474,333,0.10673,0.08126
2475,333,0.10673,0.08126
2476,333,0.11973,0.09116
2477,333,0.13357,0.1017
2478,333,0.13357,0.1017
2479,333,0.14175,0.10792
2480,333,0.15017,0.11434
2481,333,0.15017,0.11434
2482,333,0.14423,0.10981
2483,333,0.13841,0.10538
2484,333,0.13841,0.10538
2485,333,0.19072,0.14521
2486,333,0.25002,0.19036
2487,333,0.25002,0.19036
2488,333,0.25322,0.19279
2489,333,0.25643,0.19524
2490,333,0.25643,0.19524
2491,333,0.2681,0.20412
2492,333,0.27994,0.21313
2493,333,0.27994,0.21313
2494,333,0.27788,0.21157
2495,333,0.27583,0.21001
2496,333,0.27583,0.21001
2497,333,0.22207,0.16907
2498,333,0.17289,0.13163
2499,333,0.17289,0.13163
2500,333,0.14507,0.11045
2501,333,0.11968,0.09112
2502,333,0.11968,0.09112
2503,333,0.11297,0.08601
2504,333,0.10647,0.08106
2505,333,0.10647,0.08106
2506,333,0.07918,0.06028
2507,333,0.05744,0.04373
2508,333,0.05744,0.04373
2509,333,0.07048,0.05366
2510,333,0.08583,0.06535
2511,333,0.08583,0.06535
2512,333,0.13928,0.10604
2513,333,0.20618,0.15698
2514,333,0.20618,0.15698
2515,333,0.23293,0.17735
2516,333,0.26087,0.19861
2517,333,0.26087,0.19861
2518,333,0.23473,0.17872
2519,333,0.20963,0.1596
2520,333,0.20963,0.1596
2521,333,0.21669,0.16498
2522,333,0.22383,0.17042
2523,333,0.22383,0.17042
2524,333,0.1944,0.14801
2525,333,0.16673,0.12695
2526,333,0.16673,0.12695
2527,333,0.17273,0.13151
2528,333,0.17883,0.13615
2529,333,0.17883,0.13615
2530,333,0.23383,0.17803
2531,333,0.29409,0.22391
2532,333,0.29409,0.22391
2533,333,0.27759,0.21135
2534,333,0.2614,0.19902
2535,333,0.2614,0.19902
2536,333,0.26065,0.19845
2537,333,0.2599,0.19788
2538,333,0.2599,0.19788
2539,333,0.21708,0.16528
2540,333,0.17732,0.13501
2541,333,0.17732,0.13501
2542,333,0.12495,0.09513
2543,333,0.08243,0.06276
2544,333,0.08243,0.06276
2545,333,0.0569,0.04332
2546,333,0.03965,0.03019
2547,333,0.03965,0.03019
2548,333,0.03113,0.0237
2549,333,0.03837,0.02922
2550,333,0.03837,0.02922
2551,333,0.03775,0.02874
2552,333,0.08713,0.06634
2553,333,0.08713,0.06634
2554,333,0.1035,0.0788
2555,333,0.1216,0.09258
2556,333,0.1216,0.09258
2557,333,0.12684,0.09657
2558,333,0.13219,0.10065
2559,333,0.13219,0.10065
2560,333,0.09682,0.07372
2561,333,0.06817,0.0519
2562,333,0.06817,0.0519
2563,333,0.05148,0.03919
2564,333,0.03952,0.03009
2565,333,0.03952,0.03009
2566,333,0.03329,0.02535
2567,333,0.0311,0.02368
2568,333,0.0311,0.02368
2569,333,0.0316,0.02406
2570,333,0.03299,0.02512
2571,333,0.03299,0.02512
2572,333,0.03365,0.02562
2573,333,0.0344,0.02619
2574,333,0.0344,0.02619
2575,333,0.03248,0.02473
2576,333,0.03137,0.02389
2577,333,0.03137,0.02389
2578,333,0.03299,0.02512
2579,333,0,0
2580,333,0.04214,0.03208
2581,333,0.03346,0.02547
2582,333,0.03114,0.02371
2583,333,0.03114,0.02371
2584,333,0.04962,0.03778
2585,333,0.09762,0.07433
2586,333,0.09762,0.07433
2587,333,0.13488,0.10269
2588,333,0.17846,0.13587
2589,333,0.17846,0.13587
2590,333,0.17217,0.13109
2591,333,0.16599,0.12638
2592,333,0.16599,0.12638
2593,333,0.17858,0.13597
2594,333,0.19158,0.14586
2595,333,0.19158,0.14586
2596,333,0.17151,0.13058
2597,333,0.15245,0.11607
2598,333,0.15245,0.11607
2599,333,0.12753,0.0971
2600,333,0.10498,0.07993
2601,333,0.10498,0.07993
2602,333,0.08781,0.06685
2603,333,0.07264,0.05531
2604,333,0.07264,0.05531
2605,333,0.06256,0.04763
2606,333,0.05377,0.04094
2607,333,0.05377,0.04094
2608,333,0.04699,0.03578
2609,333,0.04135,0.03148
2610,333,0.04135,0.03148
2611,333,0.05576,0.04245
2612,333,0.07576,0.05768
2613,333,0.07576,0.05768
2614,333,0.0748,0.05695
2615,333,0.07385,0.05622
2616,333,0.07385,0.05622
2617,333,0.07151,0.05445
2618,333,0.06923,0.05271
2619,333,0.06923,0.05271
2620,333,0.07674,0.05843
2621,333,0.08484,0.06459
2622,333,0.08484,0.06459
2623,333,0.10946,0.08334
2624,333,0.13784,0.10494
2625,333,0.13784,0.10494
2626,333,0.22704,0.17286
2627,333,0.33225,0.25297
2628,333,0.33225,0.25297
2629,333,0.42694,0.32506
2630,333,0.52379,0.39879
2631,333,0.52379,0.39879
2632,333,0.58861,0.44815
2633,333,0.65129,0.49587
2634,333,0.65129,0.49587
2635,333,0.5965,0.45416
2636,333,0.53996,0.4111
2637,333,0.53996,0.4111
2638,333,0.49931,0.38016
2639,333,0.45851,0.3491
2640,333,0.45851,0.3491
2641,333,0.43749,0.33309
2642,333,0.41654,0.31714
2643,333,0.41654,0.31714
2644,333,0.37672,0.28682
2645,333,0.33764,0.25707
2646,333,0.33764,0.25707
2647,333,0.29667,0.22587
2648,333,0.25727,0.19588
2649,333,0.25727,0.19588
2650,333,0.31659,0.24104
2651,333,0.37902,0.28857
2652,333,0.37902,0.28857
2653,333,0.42281,0.32191
2654,333,0.46709,0.35562
2655,333,0.46709,0.35562
2656,333,0.51603,0.39289
2657,333,0.56457,0.42984
2658,333,0.56457,0.42984
2659,333,0.46324,0.3527
2660,333,0.36261,0.27608
2661,333,0.36261,0.27608
2662,333,0.29507,0.22466
2663,333,0.23178,0.17647
2664,333,0.23178,0.17647
2665,333,0.18282,0.13919
2666,333,0.13901,0.10583
2667,333,0.13901,0.10583
2668,333,0.12242,0.0932
2669,333,0.10697,0.08144
2670,333,0.10697,0.08144
2671,333,0.07808,0.05945
2672,333,0.05548,0.04224
2673,333,0.05548,0.04224
2674,333,0.05051,0.03846
2675,333,0.04608,0.03508
2676,333,0.04608,0.03508
2677,333,0.04516,0.03438
2678,333,0.04427,0.0337
2679,333,0.04427,0.0337
2680,333,0.04279,0.03258
2681,333,0.04139,0.03151
2682,333,0.04139,0.03151
2683,333,0.04454,0.03391
2684,333,0.04809,0.03662
2685,333,0.04809,0.03662
2686,333,0.03975,0.03027
2687,333,0.03413,0.02598
2688,333,0.03413,0.02598
2689,333,0.0311,0.02368
2690,333,0.03431,0.02612
2691,333,0.03431,0.02612
2692,333,0.03464,0.02637
2693,333,0.03499,0.02664
2694,333,0.03499,0.02664
2695,333,0.03329,0.02534
2696,333,0.03208,0.02442
2697,333,0.03208,0.02442
2698,333,0.03719,0.02832
2699,333,0,0
2700,333,0.0469,0.0357
2701,333,0.04646,0.03538
2702,333,0,0
2703,333,0.04604,0.03505
2704,333,0.03977,0.03028
2705,333,0.03524,0.02683
2706,333,0.03524,0.02683
2707,333,0.03118,0.02374
2708,333,0.03311,0.02521
2709,333,0.03311,0.02521
2710,333,0.03231,0.0246
2711,333,0.03171,0.02414
2712,333,0.03171,0.02414
2713,333,0.03125,0.02379
2714,333,0.0336,0.02558
2715,333,0.0336,0.02558
2716,333,0.03112,0.02369
2717,333,0.03448,0.02625
2718,333,0.03448,0.02625
2719,333,0.04062,0.03092
2720,333,0.04967,0.03782
2721,333,0.04967,0.03782
2722,333,0.04417,0.03363
2723,333,0.0396,0.03015
2724,333,0.0396,0.03015
2725,333,0.03909,0.02976
2726,333,0.0386,0.02939
2727,333,0.0386,0.02939
2728,333,0.04213,0.03208
2729,333,0.0463,0.03525
2730,333,0.0463,0.03525
2731,333,0.08439,0.06425
2732,333,0.14159,0.1078
2733,333,0.14159,0.1078
2734,333,0.18851,0.14352
2735,333,0.24107,0.18354
2736,333,0.24107,0.18354
2737,333,0.23479,0.17876
2738,333,0.22857,0.17403
2739,333,0.22857,0.17403
2740,333,0.22131,0.1685
2741,333,0.21414,0.16304
2742,333,0.21414,0.16304
2743,333,0.20171,0.15358
2744,333,0.18959,0.14434
2745,333,0.18959,0.14434
2746,333,0.13478,0.10262
2747,333,0.08968,0.06828
2748,333,0.08968,0.06828
2749,333,0.07734,0.05888
2750,333,0.0663,0.05048
2751,333,0.0663,0.05048
2752,333,0.06528,0.0497
2753,333,0.06427,0.04894
2754,333,0.06427,0.04894
2755,333,0.08317,0.06332
2756,333,0.10568,0.08046
2757,333,0.10568,0.08046
2758,333,0.1422,0.10826
2759,333,0.18419,0.14024
2760,333,0.18419,0.14024
2761,333,0.16509,0.12569
2762,333,0.14696,0.11189
2763,333,0.14696,0.11189
2764,333,0.11689,0.08899
2765,333,0.09064,0.06901
2766,333,0.09064,0.06901
2767,333,0.1186,0.0903
2768,333,0.15084,0.11485
2769,333,0.15084,0.11485
2770,333,0.20559,0.15653
2771,333,0.26702,0.2033
2772,333,0.26702,0.2033
2773,333,0.28703,0.21853
2774,333,0.30746,0.23409
2775,333,0.30746,0.23409
2776,333,0.27634,0.2104
2777,333,0.24629,0.18752
2778,333,0.24629,0.18752
2779,333,0.19073,0.14522
2780,333,0.14134,0.10761
2781,333,0.14134,0.10761
2782,333,0.13367,0.10177
2783,333,0.12623,0.09611
2784,333,0.12623,0.09611
2785,333,0.09107,0.06934
2786,333,0.06315,0.04808
2787,333,0.06315,0.04808
2788,333,0.06469,0.04925
2789,333,0.06626,0.05045
2790,333,0.06626,0.05045
2791,333,0.05916,0.04504
2792,333,0.0528,0.0402
2793,333,0.0528,0.0402
2794,333,0.04987,0.03797
2795,333,0.04714,0.03589
2796,333,0.04714,0.03589
2797,333,0.06773,0.05157
2798,333,0.09562,0.0728
2799,333,0.09562,0.0728
2800,333,0.07541,0.05741
2801,333,0.05864,0.04465
2802,333,0.05864,0.04465
2803,333,0.04033,0.03071
2804,333,0.03167,0.02411
2805,333,0.03167,0.02411
2806,333,0.03353,0.02553
2807,333,0,0
2808,333,0.04664,0.03551
2809,333,0.04206,0.03202
2810,333,0.0383,0.02916
2811,333,0.0383,0.02916
2812,333,0.0311,0.02368
2813,333,0.03854,0.02935
2814,333,0.03854,0.02935
2815,333,0.05522,0.04204
2816,333,0.08042,0.06123
2817,333,0.08042,0.06123
2818,333,0.07922,0.06031
2819,333,0.07803,0.05941
2820,333,0.07803,0.05941
2821,333,0.09559,0.07278
2822,333,0.11548,0.08792
2823,333,0.11548,0.08792
2824,333,0.09474,0.07213
2825,333,0.07656,0.05829
2826,333,0.07656,0.05829
2827,333,0.06456,0.04915
2828,333,0.05425,0.0413
2829,333,0.05425,0.0413
2830,333,0.08921,0.06792
2831,333,0.13723,0.10448
2832,333,0.13723,0.10448
2833,333,0.16186,0.12323
2834,333,0.18838,0.14343
2835,333,0.18838,0.14343
2836,333,0.2007,0.15281
2837,333,0.21334,0.16243
2838,333,0.21334,0.16243
2839,333,0.19711,0.15008
2840,333,0.18142,0.13813
2841,333,0.18142,0.13813
2842,333,0.15637,0.11905
2843,333,0.13309,0.10133
2844,333,0.13309,0.10133
2845,333,0.13356,0.10168
2846,333,0.13402,0.10204
2847,333,0.13402,0.10204
2848,333,0.09159,0.06973
2849,333,0.05925,0.04511
2850,333,0.05925,0.04511
2851,333,0.03366,0.02562
2852,333,0.03641,0.02772
2853,333,0.03641,0.02772
2854,333,0.04702,0.0358
2855,333,0,0
2856,333,0.06367,0.04848
2857,333,0.03583,0.02728
2858,333,0.03258,0.0248
2859,333,0.03258,0.0248
2860,333,0.11962,0.09107
2861,333,0.30253,0.23034
2862,333,0.30253,0.23034
2863,333,0.37859,0.28825
2864,333,0.45749,0.34832
2865,333,0.45749,0.34832
2866,333,0.47835,0.3642
2867,333,0.49921,0.38008
2868,333,0.49921,0.38008
2869,333,0.45092,0.34331
2870,333,0.40291,0.30676
2871,333,0.40291,0.30676
2872,333,0.34793,0.2649
2873,333,0.2948,0.22445
2874,333,0.2948,0.22445
2875,333,0.23744,0.18078
2876,333,0.18474,0.14065
2877,333,0.18474,0.14065
2878,333,0.19637,0.14951
2879,333,0.20829,0.15859
2880,333,0.20829,0.15859
2881,333,0.24173,0.18405
2882,333,0.27692,0.21084
2883,333,0.27692,0.21084
2884,333,0.30923,0.23544
2885,333,0.34249,0.26076
2886,333,0.34249,0.26076
2887,333,0.34194,0.26034
2888,333,0.34138,0.25991
2889,333,0.34138,0.25991
2890,333,0.35633,0.2713
2891,333,0.37142,0.28278
2892,333,0.37142,0.28278
2893,333,0.29475,0.22441
2894,333,0.22355,0.1702
2895,333,0.22355,0.1702
2896,333,0.18262,0.13904
2897,333,0.14535,0.11067
2898,333,0.14535,0.11067
2899,333,0.09855,0.07504
2900,333,0.0627,0.04774
2901,333,0.0627,0.04774
2902,333,0.05674,0.0432
2903,333,0.05136,0.0391
2904,333,0.05136,0.0391
2905,333,0.05591,0.04256
2906,333,0.06088,0.04635
2907,333,0.06088,0.04635
2908,333,0.08485,0.0646
2909,333,0.11476,0.08738
2910,333,0.11476,0.08738
2911,333,0.12481,0.09503
2912,333,0.13532,0.10302
2913,333,0.13532,0.10302
2914,333,0.15647,0.11913
2915,333,0.17907,0.13634
2916,333,0.17907,0.13634
2917,333,0.22567,0.17181
2918,333,0.27623,0.21031
2919,333,0.27623,0.21031
2920,333,0.30625,0.23317
2921,333,0.33711,0.25666
2922,333,0.33711,0.25666
2923,333,0.41986,0.31966
2924,333,0.50448,0.38409
2925,333,0.50448,0.38409
2926,333,0.49612,0.37773
2927,333,0.48776,0.37137
2928,333,0.48776,0.37137
2929,333,0.4635,0.35289
2930,333,0.43927,0.33445
2931,333,0.43927,0.33445
2932,333,0.37216,0.28335
2933,333,0.30725,0.23393
2934,333,0.30725,0.23393
2935,333,0.30896,0.23523
2936,333,0.31068,0.23654
2937,333,0.31068,0.23654
2938,333,0.35702,0.27183
2939,333,0.40467,0.3081
2940,333,0.40467,0.3081
2941,333,0.44713,0.34043
2942,333,0.48985,0.37296
2943,333,0.48985,0.37296
2944,333,0.49269,0.37511
2945,333,0.49552,0.37727
2946,333,0.49552,0.37727
2947,333,0.46595,0.35476
2948,333,0.43644,0.33229
2949,333,0.43644,0.33229
2950,333,0.39997,0.30452
2951,333,0.36397,0.27712
2952,333,0.36397,0.27712
2953,333,0.3356,0.25551
2954,333,0.30779,0.23434
2955,333,0.30779,0.23434
2956,333,0.30827,0.2347
2957,333,0.30875,0.23507
2958,333,0.30875,0.23507
2959,333,0.2755,0.20976
2960,333,0.24348,0.18537
2961,333,0.24348,0.18537
2962,333,0.28355,0.21589
2963,333,0.32544,0.24778
2964,333,0.32544,0.24778
2965,333,0.338,0.25734
2966,333,0.35067,0.26699
2967,333,0.35067,0.26699
2968,333,0.36286,0.27627
2969,333,0.37514,0.28562
2970,333,0.37514,0.28562
2971,333,0.30259,0.23038
2972,333,0.23467,0.17867
2973,333,0.23467,0.17867
2974,333,0.17394,0.13243
2975,333,0.12155,0.09254
2976,333,0.12155,0.09254
2977,333,0.09932,0.07562
2978,333,0.07981,0.06077
2979,333,0.07981,0.06077
2980,333,0.08514,0.06482
2981,333,0.09071,0.06906
2982,333,0.09071,0.06906
2983,333,0.05673,0.04319
2984,333,0.03634,0.02767
2985,333,0.03634,0.02767
2986,333,0.04102,0.03123
2987,333,0.04709,0.03585
2988,333,0.04709,0.03585
2989,333,0.0609,0.04637
2990,333,0.07852,0.05978
2991,333,0.07852,0.05978
2992,333,0.11318,0.08617
2993,333,0.15536,0.11828
2994,333,0.15536,0.11828
2995,333,0.18202,0.13859
2996,333,0.21051,0.16028
2997,333,0.21051,0.16028
2998,333,0.24299,0.185
2999,333,0.27709,0.21097
3000,333,0.27709,0.21097
3001,333,0.28671,0.21829
3002,333,0.29643,0.22569
3003,333,0.29643,0.22569
3004,333,0.26492,0.2017
3005,333,0.2346,0.17861
3006,333,0.2346,0.17861
3007,333,0.2517,0.19164
3008,333,0.26922,0.20498
3009,333,0.26922,0.20498
3010,333,0.29518,0.22474
3011,333,0.32182,0.24502
3012,333,0.32182,0.24502
3013,333,0.3438,0.26176
3014,333,0.3661,0.27873
3015,333,0.3661,0.27873
3016,333,0.37022,0.28187
3017,333,0.37435,0.28501
3018,333,0.37435,0.28501
3019,333,0.37292,0.28393
3020,333,0.3715,0.28285
3021,333,0.3715,0.28285
3022,333,0.36925,0.28114
3023,333,0.367,0.27942
3024,333,0.367,0.27942
3025,333,0.37178,0.28306
3026,333,0.37656,0.2867
3027,333,0.37656,0.2867
3028,333,0.34413,0.26201
3029,333,0.31238,0.23783
3030,333,0.31238,0.23783
3031,333,0.32855,0.25014
3032,333,0.34491,0.26261
3033,333,0.34491,0.26261
3034,333,0.3212,0.24455
3035,333,0.29792,0.22683
3036,333,0.29792,0.22683
3037,333,0.24733,0.18831
3038,333,0.20015,0.15239
3039,333,0.20015,0.15239
3040,333,0.16004,0.12185
3041,333,0.12419,0.09456
3042,333,0.12419,0.09456
3043,333,0.08979,0.06836
3044,333,0.06247,0.04757
3045,333,0.06247,0.04757
3046,333,0.05404,0.04114
3047,333,0.04684,0.03566
3048,333,0.04684,0.03566
3049,333,0.03935,0.02996
3050,333,0.03419,0.02603
3051,333,0.03419,0.02603
3052,333,0.03446,0.02623
3053,333,0.03473,0.02644
3054,333,0.03473,0.02644
3055,333,0.03252,0.02476
3056,333,0.03132,0.02385
3057,333,0.03132,0.02385
3058,333,0.03119,0.02375
3059,333,0.03226,0.02456
3060,333,0.03226,0.02456
3061,333,0.03243,0.02469
3062,333,0.03262,0.02484
3063,333,0.03262,0.02484
3064,333,0.0312,0.02376
3065,333,0.03144,0.02394
3066,333,0.03144,0.02394
3067,333,0.03346,0.02547
3068,333,0.03722,0.02833
3069,333,0.03722,0.02833
3070,333,0.04852,0.03694
3071,333,0.06512,0.04958
3072,333,0.06512,0.04958
3073,333,0.0614,0.04675
3074,333,0.05788,0.04407
3075,333,0.05788,0.04407
3076,333,0.04859,0.037
3077,333,0.04118,0.03135
3078,333,0.04118,0.03135
3079,333,0.04206,0.03202
3080,333,0.04298,0.03272
3081,333,0.04298,0.03272
3082,333,0.04573,0.03482
3083,333,0.04875,0.03712
3084,333,0.04875,0.03712
3085,333,0.0576,0.04386
3086,333,0.06808,0.05183
3087,333,0.06808,0.05183
3088,333,0.09454,0.07198
3089,333,0.12688,0.0966
3090,333,0.12688,0.0966
3091,333,0.14694,0.11187
3092,333,0.16845,0.12825
3093,333,0.16845,0.12825
3094,333,0.15022,0.11437
3095,333,0.13302,0.10128
3096,333,0.13302,0.10128
3097,333,0.09997,0.07611
3098,333,0.07259,0.05527
3099,333,0.07259,0.05527
3100,333,0.06396,0.04869
3101,333,0.05625,0.04282
3102,333,0.05625,0.04282
3103,333,0.04899,0.0373
3104,333,0.0429,0.03267
3105,333,0.0429,0.03267
3106,333,0.04541,0.03457
3107,333,0.04814,0.03665
3108,333,0.04814,0.03665
3109,333,0.05413,0.04121
3110,333,0.06095,0.04641
3111,333,0.06095,0.04641
3112,333,0.06241,0.04751
3113,333,0.06389,0.04864
3114,333,0.06389,0.04864
3115,333,0.08275,0.063
3116,333,0.10526,0.08014
3117,333,0.10526,0.08014
3118,333,0.10562,0.08042
3119,333,0.10599,0.08069
3120,333,0.10599,0.08069
3121,333,0.09028,0.06874
3122,333,0.0762,0.05802
3123,333,0.0762,0.05802
3124,333,0.07691,0.05855
3125,333,0.07762,0.05909
3126,333,0.07762,0.05909
3127,333,0.08386,0.06385
3128,333,0.09044,0.06886
3129,333,0.09044,0.06886
3130,333,0.09111,0.06937
3131,333,0.09179,0.06989
3132,333,0.09179,0.06989
3133,333,0.10108,0.07696
3134,333,0.11093,0.08446
3135,333,0.11093,0.08446
3136,333,0.1486,0.11314
3137,333,0.19167,0.14593
3138,333,0.19167,0.14593
3139,333,0.24467,0.18629
3140,333,0.30212,0.23002
3141,333,0.30212,0.23002
3142,333,0.35015,0.26659
3143,333,0.39967,0.3043
3144,333,0.39967,0.3043
3145,333,0.43146,0.3285
3146,333,0.46347,0.35287
3147,333,0.46347,0.35287
3148,333,0.49483,0.37675
3149,333,0.52613,0.40057
3150,333,0.52613,0.40057
3151,333,0.5082,0.38692
3152,333,0.49022,0.37324
3153,333,0.49022,0.37324
3154,333,0.48149,0.36659
3155,333,0.47276,0.35994
3156,333,0.47276,0.35994
3157,333,0.47798,0.36392
3158,333,0.4832,0.36789
3159,333,0.4832,0.36789
3160,333,0.41933,0.31926
3161,333,0.35653,0.27145
3162,333,0.35653,0.27145
3163,333,0.28556,0.21742
3164,333,0.21961,0.1672
3165,333,0.21961,0.1672
3166,333,0.17073,0.12998
3167,333,0.12751,0.09708
3168,333,0.12751,0.09708
3169,333,0.10117,0.07703
3170,333,0.07848,0.05975
3171,333,0.07848,0.05975
3172,333,0.09196,0.07002
3173,333,0.10688,0.08137
3174,333,0.10688,0.08137
3175,333,0.10109,0.07696
3176,333,0.09549,0.07271
3177,333,0.09549,0.07271
3178,333,0.08182,0.0623
3179,333,0.06961,0.05299
3180,333,0.06961,0.05299
3181,333,0.0719,0.05475
3182,333,0.07426,0.05654
3183,333,0.07426,0.05654
3184,333,0.07333,0.05583
3185,333,0.0724,0.05513
3186,333,0.0724,0.05513
3187,333,0.06993,0.05324
3188,333,0.06752,0.05141
3189,333,0.06752,0.05141
3190,333,0.04857,0.03698
3191,333,0.03626,0.02761
3192,333,0.03626,0.02761
3193,333,0.03132,0.02385
3194,333,0.03297,0.0251
3195,333,0.03297,0.0251
3196,333,0.03415,0.026
3197,333,0.03562,0.02712
3198,333,0.03562,0.02712
3199,333,0.03607,0.02746
3200,333,0.03654,0.02782
3201,333,0.03654,0.02782
3202,333,0.03785,0.02882
3203,333,0,0
3204,333,0.0393,0.02992
3205,333,0.03516,0.02677
3206,333,0.03248,0.02473
3207,333,0.03248,0.02473
3208,333,0.03135,0.02387
3209,333,0.03565,0.02714
3210,333,0.03565,0.02714
3211,333,0.04107,0.03127
3212,333,0.04846,0.03689
3213,333,0.04846,0.03689
3214,333,0.05193,0.03954
3215,333,0.05569,0.0424
3216,333,0.05569,0.0424
3217,333,0.04357,0.03318
3218,333,0.0354,0.02695
3219,333,0.0354,0.02695
3220,333,0.03811,0.02902
3221,333,0.04145,0.03156
3222,333,0.04145,0.03156
3223,333,0.04381,0.03336
3224,333,0.0464,0.03533
3225,333,0.0464,0.03533
3226,333,0.05751,0.04378
3227,333,0.07133,0.05431
3228,333,0.07133,0.05431
3229,333,0.11313,0.08613
3230,333,0.16657,0.12682
3231,333,0.16657,0.12682
3232,333,0.22376,0.17037
3233,333,0.28719,0.21866
3234,333,0.28719,0.21866
3235,333,0.25498,0.19413
3236,333,0.22411,0.17063
3237,333,0.22411,0.17063
3238,333,0.25336,0.1929
3239,333,0.28383,0.2161
3240,333,0.28383,0.2161
3241,333,0.31076,0.2366
3242,333,0.33835,0.2576
3243,333,0.33835,0.2576
3244,333,0.334,0.2543
3245,333,0.32967,0.251
3246,333,0.32967,0.251
3247,333,0.32943,0.25081
3248,333,0.32918,0.25063
