,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
biomassPrice-79,4.5,4.4485415879,4.449368803,4.4168596001,4.4602114051,4.4386860105,4.4696082589,4.6574158606,4.7676619217,4.7915866168,4.9749992024,4.8713643033,4.9722053354,5.1508575896,5.2281100495,5.4389261516,5.3201464958,5.3544229706,5.4732093158,5.3752091158,5.5043101509,5.5273810362,5.5291695312,5.6362913736,5.6108411534,5.4633145409,5.512664908,5.5405072217,5.5487960771,5.6359666709,5.568788476,5.6246612366,5.7452582484,5.7002679466,5.9258162642,5.9835502733,6.0026104074,6.2730900605,6.2810358089,6.2572004833,6.1472937242,6.1934209166,6.1044034825,6.2303198308,6.3333229994,6.3381347209,6.619279365,6.6239817678,6.6791322773,6.7203856414
biomassPrice-80,4.5,4.5470743838,4.547675238,4.5316995452,4.6543398672,4.6549562286,4.7764312476,4.8074188429,4.9072060389,4.9028460977,5.0159191555,5.0364662004,5.1578744833,5.3522553639,5.3931710441,5.534716357,5.7505118437,5.7118445875,5.6440099214,5.6983401598,5.7111522202,5.6675997691,5.6890334803,5.6883694936,5.7007969101,5.6651026093,5.5637546143,5.6443926458,5.6300380865,5.7299304954,5.8340982751,5.8556807451,5.9470922066,5.8573385773,6.0423094853,5.9734898462,6.0740882177,5.9552302705,5.9529178484,6.1218338848,6.4045310208,6.6064943456,6.6957898706,6.6182433202,6.7201218838,6.8963463654,6.9360187799,6.8576070399,6.8233317794,6.6693772943
biomassPrice-81,4.5,4.4557911284,4.490989141,4.5620276187,4.6695959368,4.6791070645,4.5868742011,4.5952272066,4.5591108111,4.6510899061,4.7379749827,4.8101928006,4.7662296528,4.9510137546,5.0870459752,5.198605478,5.2103181678,5.3287907239,5.2745085549,5.2808161112,5.3334909735,5.4233708636,5.6310101184,5.6933417865,5.6965251083,5.7489089371,5.8147728679,5.904999823,6.0261455696,6.1091326564,6.2189089115,6.3544882728,6.4549194554,6.6230182616,6.8155597304,6.7212858377,6.7347205731,6.9692118859,7.0605161627,7.0619119249,7.3639628256,7.6593493422,7.6196948804,7.8537944461,7.840044579,8.1883794978,8.4637994437,8.5149130161,8.7651474792,8.6125793029
biomassPrice-82,4.5,4.5320556623,4.4786556251,4.596085619,4.7011966604,4.60717649,4.6574462399,4.7978721262,4.8608103508,4.9782176266,5.1139295929,5.158823503,5.1789883738,5.3469513367,5.3528420775,5.4431193428,5.5478072853,5.6535347404,5.8773449934,6.0038489617,6.0639262758,6.1864299528,6.1584503211,6.3024137576,6.4423181798,6.6372756927,6.8495468982,6.9612263564,6.9478111917,7.0335468711,7.0818707157,6.9597388839,7.1972278385,7.2642398469,7.2868532001,7.4172454862,7.6136874819,7.8301830365,7.9061128837,7.9716378939,7.8159113145,7.9138141608,7.9799892046,8.0132677798,8.260079596,8.5654489333,8.8220572164,8.9831835278,9.0312510023,8.8542485331
biomassPrice-83,4.5,4.5801721422,4.6558799578,4.6860860715,4.6946863094,4.7440032137,4.662718514,4.7118085494,4.7061494856,4.8523696292,4.9037941037,5.0141242687,5.1288172062,5.1797152117,5.2021387982,5.3222609044,5.293661406,5.3424090429,5.5234146495,5.534969759,5.4724872067,5.5080629334,5.4213739853,5.3305796433,5.4920278863,5.6020612553,5.6158464009,5.7735472008,5.9120711742,6.1232228241,6.0711571459,5.9230910783,5.9235551903,5.8500267312,5.9650029586,5.9866543971,6.2040080954,6.3142247818,6.5482527761,6.7274724224,6.8339210459,6.9884542569,7.1240410744,6.9917925376,7.1129129094,7.3851118989,7.5566396259,7.838447851,7.7537968255,7.8587731097
biomassPrice-84,4.5,4.6464904386,4.6320984475,4.7319112133,4.9145909625,4.892549737,4.896117023,4.9005126036,5.0466036489,5.0997951068,5.2423814966,5.2663662198,5.3577429746,5.5212306017,5.5518518955,5.6280558862,5.5734379173,5.6078128299,5.7008078259,5.7379082968,5.6973525784,5.7317467348,5.6772399256,5.6068966793,5.6665677598,5.9363388829,5.9454803694,6.0396389485,5.9996360872,5.9796657575,6.0638889928,6.0268236174,6.0563474638,6.2825251686,6.2708219898,6.5381212919,6.5802265346,6.5725438803,6.534785003,6.6924935065,6.7296910265,6.8095071112,7.0613857934,7.1706485671,7.078840181,6.8987588848,6.9737203843,7.0283774278,7.1229307554,7.1348847674
biomassPrice-85,4.5,4.4095699737,4.3805006712,4.3594875674,4.4040221812,4.4296374075,4.4303390585,4.4373586123,4.4542859329,4.526077692,4.5903647156,4.6944549086,4.8219335256,5.0287107449,5.1834671979,5.1994681367,5.334282133,5.3789266155,5.2374538954,5.3734712742,5.4554761894,5.3952120484,5.3994401483,5.3811853904,5.3433540141,5.3675459585,5.5869566056,5.7122250808,5.8832733257,5.9141139913,5.9259278778,5.8903977102,5.8629844805,5.9776751979,5.8539107277,5.9205555335,6.014114892,6.0207497649,6.2506887467,6.3341640048,6.2624593897,6.1806585561,6.3430567298,6.4786904044,6.5787806562,6.7891714777,6.8670138903,7.0140190557,7.2579677515,7.5363691142
biomassPrice-86,4.5,4.5654050551,4.6905514903,4.7503230813,4.841758928,4.833909114,4.9169536713,4.9282821035,4.8260834056,4.7449193201,4.7990186507,4.825609784,4.8995412224,4.9723019315,5.0272351059,5.0109229035,5.0905096917,5.0922730953,5.2239963133,5.3243963418,5.2980167254,5.2538962716,5.4680443043,5.5808968977,5.7410975254,5.721146879,5.7199020426,5.7944978031,5.9491938531,5.9196235912,5.8234045344,5.9501547169,6.1242146057,6.2633562263,6.37519648,6.5428844736,6.5208118446,6.5241435336,6.56584576,6.5799762295,6.6702858979,6.6314259765,6.6898923331,6.739340947,6.8086504631,6.9666135275,7.1621974264,7.2717462038,7.2908394265,7.356143779
biomassPrice-87,4.5,4.4339741466,4.5509870194,4.6440709947,4.6888236129,4.7760609397,4.8978984551,4.9827801506,4.8943805228,4.9347527472,4.8768339836,4.8928945563,4.8420502724,4.9402819083,5.0255528292,5.0119810305,5.0987532447,5.139230229,5.1850907032,5.2663343762,5.2403063142,5.2985768939,5.4167410602,5.4757486624,5.6717443773,5.8370775389,5.9454685139,5.8133131998,5.743353659,5.8406476295,5.9973575136,6.0026284867,6.0665105724,6.1154643821,6.2469231596,6.299643695,6.3438082095,6.40860247,6.5484550488,6.8259168044,6.9456498536,6.8469882319,6.6698159364,6.6420867865,6.6754035222,6.7913739329,6.8672713781,6.9552253599,7.1166974175,7.2550263467
biomassPrice-88,4.5,4.601742475,4.6296993846,4.6236039277,4.7492964542,4.9289442013,4.9897063958,5.0026952374,5.1147859476,5.1887561797,5.3243610114,5.3926769335,5.4921218725,5.5245833063,5.5841225189,5.7427816263,5.9288133877,6.2146529232,6.311231476,6.1903940508,6.0647711799,6.1745490788,6.2902361836,6.1209964102,6.2148642892,6.174365201,6.1888464519,6.2931638589,6.557985198,6.602235406,6.8060397678,6.7845308446,6.9369557666,6.99089313,7.0166943243,7.0923500638,7.1067338829,7.1156694599,7.043321129,7.1387644779,7.1463128953,7.1815057524,7.2259863996,7.1270166492,7.0108734369,7.0718299389,7.1225925519,7.0398553928,7.2914806991,7.5169093616
biomassPrice-89,4.5,4.5249088057,4.6131931257,4.6081165304,4.5720797234,4.6151534709,4.7049778167,4.8183994712,4.9634161838,5.0806469233,5.1148545845,5.254936321,5.4174178503,5.3941154832,5.4341313324,5.2826692107,5.2615927171,5.3526350392,5.3649727976,5.2588403106,5.3455083396,5.5385291608,5.4130388172,5.4080796323,5.5027296244,5.5543646001,5.5131225432,5.5699903404,5.4459827476,5.5271306391,5.6003794246,5.6526623088,5.7238979818,5.931655676,6.1840240124,6.0724217542,6.067081122,6.0824701027,6.1141287664,6.2760679153,6.3452458347,6.5995148797,6.5642124023,6.5263404768,6.4179100426,6.4649779701,6.5902103498,6.7216019207,6.8952876709,7.0315732948
biomassPrice-90,4.5,4.5437470532,4.638699,4.8094256905,4.8229473858,4.7455455677,4.7882537612,4.9961918933,5.0526789584,5.2806429327,5.2486247781,5.3183980583,5.3373132277,5.2088137318,5.1217226563,5.1126528041,5.2368883275,5.3343223122,5.3091524885,5.4335875476,5.5698470294,5.4867189338,5.4990838646,5.5510966356,5.4919778977,5.4445344324,5.4047502607,5.442307422,5.5452302695,5.679188603,5.6876026952,5.7761946615,5.8182460969,5.7197349898,5.7600271532,5.8799161329,5.8517205268,5.85102761,5.8929824377,6.0416846385,6.0457943645,6.1902004951,6.2378076627,6.2563610569,6.2807692757,6.2508807873,6.385890221,6.5496864453,6.6364819505,6.4755943815
biomassPrice-91,4.5,4.4868795958,4.5416651132,4.7209861668,4.6703066447,4.6979217871,4.6659448314,4.7632353529,4.8005903076,4.8445019068,4.9152261159,4.8583109581,4.8144844781,4.9450751687,4.9213927888,4.9700077965,5.1132245698,5.170649647,5.2382713987,5.2071144547,5.1609047307,5.1892048336,5.3078894103,5.4718604036,5.504006935,5.7422578146,5.7111770701,5.8020196875,5.9267798198,5.9903891469,5.860084304,5.8845311062,6.0657562624,6.2050729406,6.349208407,6.2255894625,6.1968654612,6.2484310605,6.3375044346,6.4507916834,6.6009142673,6.6539871568,6.723956277,6.7340022773,6.9001059705,6.9527607636,7.1251984518,6.9692576191,6.8886734222,7.0285823963
biomassPrice-92,4.5,4.5791305557,4.7530443187,4.7676387329,4.942248577,5.0505337691,5.1402799859,5.0709519415,4.9981951306,5.0323487215,5.1663083482,5.2157185532,5.1981956911,5.2111567195,5.1423996594,5.2648601,5.491517997,5.3718333338,5.2777156986,5.4173638441,5.4730420354,5.5724393139,5.5395413662,5.4090825724,5.6042185207,5.6555946931,5.7701530933,5.8041133338,5.9001856363,5.9942602256,5.9112087368,6.1376127059,6.2028567765,6.2690640467,6.3187749661,6.3890244478,6.5177406478,6.5340884462,6.6179999324,6.8618022999,7.1042497584,7.0503977645,7.171225014,7.121665824,7.1446561902,7.2631919351,7.2428312472,7.1681567553,7.1370602563,7.153285611
biomassPrice-93,4.5,4.5823607377,4.6472949966,4.7251367472,4.8096268134,4.8780027315,4.8897883581,4.771036007,4.8675975752,4.9467218765,5.1212015694,5.0657444379,5.068737814,5.0959877037,5.1517147623,5.1643180148,5.168922551,5.089563416,5.2583350987,5.2978177445,5.2353024695,5.2451626176,5.30390695,5.4234204871,5.5162064472,5.6307367103,5.5383162466,5.5505418112,5.7398277354,5.7768967092,5.9149235537,5.838253032,5.8618372714,5.8465240343,5.7048736878,5.8205048266,5.8387701564,5.8379902913,6.070471491,6.0628697472,6.3230154844,6.4133069839,6.4000804707,6.3634716416,6.55779188,6.6341461862,6.6729800459,6.8074695025,6.8965694373,7.1150020392
biomassPrice-94,4.5,4.5071685615,4.4795352005,4.6062157828,4.5442793384,4.638677553,4.7311303496,4.7810906863,4.8626602402,4.9158945459,5.1070083164,5.2108830203,5.3781970267,5.5294655049,5.427575797,5.5942898619,5.7045785849,5.71504071,5.8505754688,5.9403351309,5.8887398083,6.040015214,6.1434004681,6.1932273575,6.2279726573,6.3293176836,6.4394092356,6.4997465948,6.5411387667,6.6856637537,6.9535552097,6.9894619631,6.8140236415,7.0372578777,6.9618732376,6.9622699671,7.0119168432,6.907426831,7.0475844078,7.1020942006,7.0958415845,6.9929188511,7.0174942904,6.861651661,6.9503970913,7.084620731,7.3134920296,7.4094640106,7.5025173687,7.7661182183
biomassPrice-95,4.5,4.5825162917,4.6051536662,4.6184460798,4.655428069,4.7563009969,4.781821215,4.7174852389,4.7524591488,4.8111474655,4.8390481482,4.9135157575,4.9998485138,5.108352471,5.1896572624,5.169498913,5.2157782911,5.3561613562,5.3126477931,5.2889997651,5.4120843417,5.4067250554,5.436206357,5.4743452592,5.6209364233,5.7501016729,5.7348578771,5.7772649706,5.7908877143,5.8919368595,5.9348728196,6.0358004538,5.9451399238,6.1687219244,6.3982103488,6.6714308516,6.9415664858,7.2190525431,7.3972107889,7.5710487632,7.5757708402,7.5543302802,7.6920212992,7.7856220756,7.7391028452,7.7058555397,7.5606693155,7.5381394098,7.4509483377,7.439569881
biomassPrice-96,4.5,4.633938505,4.7029412092,4.587949822,4.7055970324,4.7603774712,4.6751513681,4.8485629628,4.966739681,5.0532842724,4.9670400658,4.9117979626,4.9681365131,5.042349621,5.0982480441,5.2335854864,5.2103635294,5.1984507375,5.2758661109,5.2644099266,5.4417534719,5.4626165383,5.4168197662,5.525494746,5.6384662101,5.6025065548,5.6521359525,5.7762297137,6.0357449279,6.2763888023,6.3000209158,6.3496964848,6.416851462,6.5277472776,6.7390518426,6.5692263138,6.7092241152,6.7854816683,7.0344777464,7.2611664281,7.3002874875,7.3938531855,7.6350241997,7.7336062874,7.8955836419,8.149472668,8.0419994862,7.991057962,7.9083647279,7.8523749844
biomassPrice-97,4.5,4.483484194,4.4559887767,4.4817174154,4.6130520324,4.7433735391,4.6371492189,4.697275099,4.7467500648,4.906561739,4.8087369832,4.7809866696,4.8535180332,4.9281878763,4.9743181391,4.9916161503,5.0552305692,5.0401127596,5.2554141015,5.112894456,5.1624967158,5.3290440658,5.4601901776,5.3897587199,5.3839360118,5.3854159287,5.4355027708,5.4755039065,5.4937715483,5.5887104894,5.7147184796,5.9048532271,6.0100196017,5.9720401213,6.1828989678,6.1959662504,6.2219397954,6.3697221614,6.3105227204,6.3606692769,6.2847617373,6.4677054649,6.6869640429,6.9035580329,7.0253751203,7.1257401678,7.0148610525,7.2733162057,7.4894535974,7.7492122129
biomassPrice-98,4.5,4.6133344193,4.5546555937,4.6525605588,4.6550049168,4.7952451883,4.6716655545,4.7826233312,4.8972245697,4.9330247117,5.1462410209,5.1939017115,5.2147745649,5.3388451827,5.4351387641,5.5339477358,5.5972108711,5.7001413427,5.7268795529,5.7889480098,5.864471441,6.0617073886,6.2480494686,6.4231290128,6.442864876,6.6061409286,6.6233634687,6.7645201949,6.7851515083,6.9654126358,6.9438109935,6.9459728389,6.9938316101,7.0785639784,7.1668538882,7.1944284045,7.2402807489,7.1289173914,7.3099205541,7.4571828621,7.6019696229,7.626774167,7.834381135,7.8174041477,8.0460745327,8.0505514227,8.2003047683,8.3000225538,8.5402006598,8.6948997728
biomassPrice-99,4.5,4.5397330219,4.675868918,4.7904649314,4.8046179169,4.9388484639,4.8733156913,5.0680251682,5.1305037017,5.0744373387,5.1272036228,5.1985997687,5.3646669624,5.379266942,5.4355301156,5.4281715252,5.5087883389,5.7417354204,5.760231224,5.724647236,5.6961312815,5.7895701383,5.8159075983,6.0063660357,6.1366202767,6.2432514046,6.3118157304,6.2854618961,6.3663929585,6.4836274782,6.501170915,6.5317770448,6.6254342152,6.8124660219,6.8983149027,7.1437365706,7.4776636051,7.6372509568,7.7041598237,7.6578664277,7.9574717773,7.7745228878,7.7805314149,7.958467814,8.0102698123,8.2734774328,8.2356535596,8.180530858,8.2716355663,8.5690507433
biomassPrice-100,4.5,4.4729437179,4.5362940325,4.5906359997,4.7194673719,4.7593713071,4.739978593,4.84237939,4.8622707215,4.9125910441,5.0352269196,4.9447228642,4.9967406346,4.9600050355,5.0798726491,5.1260375322,5.2116112725,5.2801545689,5.4652174256,5.4782512586,5.555063919,5.6375558755,5.595064637,5.7891884903,5.8510064227,5.9567976354,6.0674036772,6.1721855794,6.3182827821,6.4150424786,6.6643651242,6.6335988607,6.7380458419,6.7516694538,6.6342615621,6.6818283006,6.7557198173,6.8472377451,7.0674984348,7.0674720353,6.8942218646,6.8982613885,6.9332630358,6.9689770868,7.0741042752,6.9574815006,7.0894259516,7.053767224,6.8979451685,7.1186243619
biomassPrice-101,4.5,4.5623366171,4.5780521872,4.6656326949,4.8369165609,4.8064243611,4.864557981,4.9721335856,5.0879285233,5.1622024208,5.0717151586,5.0653297481,5.1611991222,5.3793373372,5.5054356727,5.6563888733,5.7800831187,5.8154793928,5.8129144882,5.7149984407,5.6720280198,5.9257756831,5.8311388563,5.9544148519,6.1904765923,6.3693009158,6.2840661989,6.4649554919,6.5510542003,6.421404266,6.5683118797,6.6599053217,6.4917084653,6.5153409454,6.6364753963,6.5032922203,6.5294126191,6.6709943272,6.9846653454,7.0229279855,7.1010819389,7.1391368761,6.9871294473,6.9687359129,6.9833842769,7.2443830724,7.230306025,7.2106976668,7.188427381,7.322520562
biomassPrice-102,4.5,4.6106566028,4.5625751749,4.5740400305,4.5840755792,4.6810989723,4.7487061143,4.9137098392,5.0062763416,4.8794498204,4.819555125,4.8255187856,4.8997034113,5.0254397553,5.0550177346,5.1762126837,5.3032466819,5.3465013699,5.3342692404,5.287921127,5.2689674433,5.1294747437,5.0716754531,5.2033769841,5.1810231579,5.2058384673,5.2578078765,5.3023883212,5.3656148588,5.3380210179,5.3227951621,5.3707107902,5.5217037478,5.6313599926,5.7030899762,5.5965553362,5.7303157075,5.9308481379,6.0239388467,6.0843730298,6.3724641151,6.6532611595,6.8540582851,6.8960764473,7.0221135324,7.1808056941,7.1326947587,7.1644635541,7.479865905,7.5247504289
biomassPrice-103,4.5,4.5597218024,4.4902899405,4.4162865136,4.4999181487,4.4838296891,4.5072293783,4.5559035025,4.5853576312,4.531720307,4.6545064203,4.5854063315,4.6439630865,4.6947111419,4.7324957576,4.7602389106,4.7519650826,4.9059880719,5.0156800914,5.1198479135,5.1519879062,5.2498412685,5.4236372125,5.6031220374,5.6513101071,5.6140727111,5.61617789,5.590694903,5.6816884716,5.5328602496,5.4210220267,5.5431940929,5.5445338149,5.6137114995,5.7764058538,5.6241050387,5.7798168497,5.7517875483,5.6439681511,5.6889694395,5.6728773033,5.7892944634,5.7025791021,5.6319289976,5.8344405117,6.0091391659,6.0140108123,5.8767718553,6.01868507,5.9785104693
biomassPrice-104,4.5,4.5220239156,4.4555795485,4.5152841674,4.6089794788,4.5718948657,4.5412376098,4.5326817243,4.6550148521,4.6526012634,4.6049354062,4.6865280365,4.7441902993,4.7112817083,4.7966487881,4.7604571593,4.7185027265,4.7332769258,4.8748094771,4.9224177871,4.8407096646,4.8753051516,4.9174527703,5.0059795953,5.0812061249,5.252872349,5.3199770781,5.4398496277,5.5818164305,5.5471039488,5.574932737,5.701409626,5.6546508129,5.5797997216,5.518616879,5.6321225362,5.7691265703,5.8643683719,5.9106914756,6.0766513257,6.1241312393,5.9980707473,6.2736477465,6.1610939127,6.2702227338,6.3515523245,6.380211489,6.463018425,6.4212162215,6.5102526426
biomassPrice-105,4.5,4.6277910683,4.7900093542,4.8319954581,4.8810545092,4.8703449271,4.9723937498,5.0174136674,4.9897509188,5.0690326661,5.0865359286,4.9881579139,4.9100216758,5.0661152464,5.2832627301,5.1603400179,5.2107864422,5.2662256918,5.3457137936,5.3873377592,5.4966186062,5.6411955787,5.6545578751,5.6030289144,5.5437137231,5.6882871205,5.5813918734,5.5882401562,5.7205204188,5.8740220686,5.8880668976,5.956837078,6.0142008212,5.92927856,6.0251114525,6.1164841797,6.1909250006,6.3691436008,6.5953887072,6.7885441033,6.6942498131,6.8503082697,7.0151818696,6.9249084476,6.9756989328,7.012814882,6.983537204,6.889598418,6.9359440026,6.996780961
biomassPrice-106,4.5,4.5519984841,4.5282263016,4.544686838,4.596422098,4.6568890329,4.7009155466,4.7517282453,4.7703415322,4.7628231707,4.8722189167,4.9148360074,4.9423982772,5.0834603985,5.2949293788,5.1781567066,5.3476514698,5.3033298456,5.2326324412,5.3305667548,5.348211102,5.4533659621,5.6260290592,5.7265766399,5.8218393018,5.8635944435,5.8118934113,5.6687321937,5.7715370853,5.7504187282,5.8378734652,5.8584357445,5.9458173902,5.8521729045,5.8869601605,6.0741714816,6.3065129509,6.302014559,6.4608385246,6.6135601574,6.5013577198,6.4148109141,6.4646498142,6.5176972202,6.7449858563,6.7111029564,6.6358346936,6.7377984232,6.8695928679,7.0965750228
biomassPrice-107,4.5,4.4423751862,4.5000835927,4.5282453232,4.6258642021,4.621381474,4.5778712827,4.6262431607,4.5688312243,4.6574858922,4.6862482491,4.73645327,4.7402137343,4.8428129622,4.830735726,4.8369546257,4.8711010148,4.9180533305,5.0888011018,5.0120232418,5.0732783808,5.1314675565,5.152531179,5.1118927275,5.2495776255,5.3869296029,5.4219457605,5.5065768864,5.547854973,5.4855058413,5.5774691347,5.4436500627,5.4562396815,5.5987372058,5.5657489563,5.4364374703,5.5565246503,5.7085361682,5.9092602471,6.0119996795,6.0374521887,6.2602694538,6.3863187487,6.5484697953,6.6798545608,6.6976549016,6.7274321184,6.8437712981,6.7620356785,6.869044536
biomassPrice-108,4.5,4.4606527098,4.4351144784,4.5151044295,4.6142897715,4.6000330668,4.6654385492,4.7284814882,4.8052282182,5.0198647042,4.9988132255,5.1755080077,5.2599153756,5.3543097141,5.5044194099,5.520555965,5.6806732274,5.7304027224,5.6698550867,5.6719988786,5.7462828325,5.7993754912,5.984526304,6.1773611743,6.0253861342,6.204186981,6.2412097623,6.1870855546,6.1581625338,6.0412913208,6.0426838424,6.1685618729,6.084715244,6.0097250988,6.1328648392,6.2602858247,6.4068250473,6.6142735155,6.6733048589,6.7623877818,6.8863168872,7.1577552972,7.1283695801,7.3362130426,7.4512579103,7.5116402948,7.5988212466,7.8805957562,8.1622629924,8.2556394933
biomassPrice-109,4.5,4.4883984231,4.468654767,4.5178964924,4.552818853,4.61600569,4.6369542517,4.6993481402,4.8340552193,4.8718951467,5.0696673179,5.1609220317,5.1030856655,5.2268669926,5.2761758016,5.2124320037,5.179364058,5.2194319025,5.3310774736,5.3106157087,5.2267871975,5.4697970154,5.4581254562,5.4222121848,5.3073055003,5.4808721419,5.5174725947,5.3688949263,5.53205793,5.4567591298,5.3757674576,5.4779655862,5.6411489761,5.7501516265,5.8553365183,6.0834902261,6.2740167606,6.5208953211,6.5703219329,6.6195281439,6.7940283261,6.9177599405,7.2167055129,7.283730761,7.2560438137,7.1893342673,7.1931587842,7.1040022973,7.0444227399,7.3223783931
biomassPrice-110,4.5,4.3858413088,4.3275093603,4.412835467,4.4391426164,4.5071835913,4.5462918293,4.5492888115,4.5156627266,4.6675302556,4.8661916943,4.9109896325,4.8218844897,4.7416544525,4.8476771711,4.9079793359,4.9274032958,5.049468454,5.1544792995,5.2395836666,5.3451501907,5.2767905155,5.3048824255,5.3408614535,5.4477296512,5.3845277079,5.3123701666,5.331208953,5.2494348478,5.1642528337,5.0911627957,5.0177358945,4.9939419421,5.0646182528,4.9909271446,5.1762261093,5.2855047865,5.2580596923,5.2476048544,5.249690516,5.2809753086,5.2981091083,5.4723280751,5.4462350059,5.5341389524,5.6667850577,5.7662792256,5.8663723697,5.9792562657,6.0320842249
biomassPrice-111,4.5,4.4614897277,4.5589611146,4.5471101102,4.5877198807,4.5117258925,4.6329411985,4.8435227864,4.8090072147,4.8199986629,4.800935714,4.7580882699,4.7123765521,4.8171788709,4.8428519528,4.763568204,4.8255133463,4.8696454206,4.8381035338,4.8765634781,4.9323470325,5.0196878904,5.1216826737,5.1659418481,5.1455740674,5.1170717423,5.0524169227,5.004080151,4.9089510159,4.9801196563,4.9809739128,5.1680035301,5.1131675417,5.1074858332,5.1961443112,5.2014425746,5.2710176058,5.2577655097,5.302357396,5.4115931392,5.2828534845,5.2808228372,5.3028192196,5.3518940724,5.5309281215,5.4704907326,5.4666940919,5.3231663501,5.28178888,5.2857499474
biomassPrice-112,4.5,4.660877938,4.6677750775,4.8677387907,4.7747461431,4.8404249239,5.0430005391,5.0915353535,5.1585034307,5.0691844402,5.2426882486,5.4078804741,5.553287472,5.5917413508,5.4626511372,5.5960995789,5.6022473468,5.5344900291,5.6275975811,5.563487071,5.5415105813,5.5959049412,5.5838246398,5.8321506016,5.9685767107,6.2433804813,6.4132806098,6.6692546508,6.6688965456,6.743452681,6.7619995393,7.0057086421,7.3092077204,7.2680043254,7.4630082813,7.5852474493,7.5203985949,7.4750701697,7.5749152923,7.9114689251,7.7584867366,7.7363664928,7.7610554332,7.9498812402,8.0012665512,8.0531959951,8.3826922722,8.4542621136,8.5649958989,8.8396154808
biomassPrice-113,4.5,4.6107688078,4.8275327413,4.7783423801,4.8051229245,4.9114774652,5.1151622618,5.1490319971,5.0505676751,5.0110408233,5.0263091925,5.0066139649,4.9113824943,4.946401615,4.9699804906,5.0804901908,5.1561026937,5.2687067659,5.3606847818,5.2960223325,5.4243365725,5.547036598,5.5333542868,5.4053747107,5.4612050143,5.5359745341,5.5416089319,5.5378108703,5.5711673959,5.4179141758,5.4824849675,5.3875025619,5.4921215704,5.5583433303,5.5543377246,5.6082772139,5.5994869789,5.688976525,5.6061560191,5.8005693947,5.8361993967,5.7673597965,5.7302413406,5.6927606703,5.777701485,5.7969078122,6.0375311222,6.0031070025,6.1852301918,6.2229499559
biomassPrice-114,4.5,4.4116599321,4.5449333366,4.6891116537,4.6519309094,4.5767061988,4.7010407272,4.7310028775,4.6967559246,4.7727036372,4.7885699996,4.8639357882,4.9684069544,4.9841237946,4.9605664844,4.9818674014,5.0690085433,5.2894217756,5.2363727169,5.1874489571,5.3210066068,5.3530599216,5.2550629164,5.3607487874,5.5381220811,5.7719120937,5.8910403708,5.9528171721,6.1238367296,6.1786372122,6.2900282474,6.3890032512,6.2669572863,6.4755069861,6.5237885748,6.6835366548,6.8765311523,6.8905483608,7.0813184806,7.1796661078,7.1956284856,7.3788272839,7.3782317601,7.5485833221,7.7316639935,7.8265483229,7.7765377214,7.8917640842,7.7554308065,7.7049915836
biomassPrice-115,4.5,4.4890705117,4.5296863731,4.5654508856,4.6151627082,4.6432725004,4.7297885636,4.7954162495,4.7795406019,4.7868037079,4.84536294,4.8926821774,4.9592115641,5.0263236767,5.2019857331,5.2538718722,5.2641368823,5.2860614299,5.2763875135,5.3420553019,5.3381932936,5.3882037078,5.4207690467,5.5154500704,5.5414737474,5.5603530738,5.5132470908,5.6312350333,5.6228286874,5.6673190848,5.6947505225,5.901820873,5.941971847,5.9992586709,6.033411619,6.0876900161,6.1144370447,6.2532150684,6.1493148884,6.1871811364,6.2761957313,6.330392462,6.5238635421,6.4679529564,6.5623410153,6.5661769554,6.5426427257,6.664435732,6.6512979837,6.6744441998
biomassPrice-116,4.5,4.5558754942,4.5003131491,4.6538345611,4.6450958826,4.8436101802,4.9575059029,5.0773667677,5.1767307554,5.287420806,5.2881429568,5.3526696151,5.4765776015,5.5583806402,5.6513337698,5.9158148037,5.8416362988,5.9538384953,5.8358136712,5.9659639984,6.0634188748,6.1767745106,6.0954956952,6.2546040591,6.3013706429,6.3993012032,6.2885384119,6.3382460447,6.566279659,6.5635522743,6.58161138,6.6251255554,6.6841496384,6.6801549216,6.9128242825,6.7889569375,6.8129802719,6.7213176265,6.6453475251,6.8764768659,6.9487662186,6.9173400364,7.1322602736,7.2899195444,7.285245976,7.2261756758,7.3485603137,7.3216929095,7.5822290728,7.7022670136
biomassPrice-117,4.5,4.586360006,4.7143298125,4.8060226664,4.9208119559,4.9997213205,4.9527264909,4.8802723978,5.1081977589,5.1285594159,5.2524878789,5.299548758,5.3618764293,5.5073183655,5.4963326573,5.5324182062,5.6271762329,5.5887380375,5.628526112,5.6328586436,5.8994143478,5.9398000168,6.2090579167,6.1842261369,6.4304784205,6.382896889,6.4557696629,6.5768401331,6.5840932944,6.6138654295,6.8391790266,7.0521076392,7.0007760287,7.2127455317,7.323362856,7.5273092493,7.6009668096,7.8059598042,7.8918597193,8.027273795,8.3101678992,8.3937088989,8.7303093602,8.7241246026,8.9548217305,9.1159870989,9.2756676346,9.5620077444,9.6529240418,9.6018989727
