hour,nl8,nl4,de10,de5,frbelux8,frbelux4,uk6,uk3
334,24686.24,12343.12,153485.86,76742.93,141261.68,70630.84,54094.26,27047.13
335,24578.8,12289.4,154156.66,77078.33,142294,71147,53010.84,26505.42
336,24625.2,12312.6,153058.51,76529.255,145072.24,72536.12,51726.96,25863.48
337,24610,12305,150666.3,75333.15,148100,74050,53000.04,26500.02
338,23729.76,11864.88,152147.36,76073.68,144619.28,72309.64,50121.12,25060.56
339,21198.48,10599.24,131681.96,65840.98,133879.52,66939.76,45734.22,22867.11
340,19758.8,9879.4,121690.36,60845.18,124135.28,62067.64,45439.8,22719.9
341,25272.96,12636.48,147337.56,73668.78,138092.48,69046.24,51178.38,25589.19
342,24157.36,12078.68,152739.26,76369.63,142668.88,71334.44,50619.54,25309.77
343,24711.44,12355.72,153053.35,76526.675,145087.12,72543.56,51896.16,25948.08
344,25237.84,12618.92,155573.48,77786.74,153318.16,76659.08,52763.7,26381.85
345,25274.16,12637.08,154970.08,77485.04,151151.2,75575.6,52429.56,26214.78
346,21424.64,10712.32,129237.85,64618.925,134299.2,67149.6,49642.08,24821.04
347,19927.52,9963.76,119268.15,59634.075,132369.76,66184.88,49892.52,24946.26
348,24219.2,12109.6,147463.37,73731.685,149056.08,74528.04,55187.1,27593.55
349,24509.84,12254.92,148994.8,74497.4,147775.84,73887.92,54321,27160.5
350,25144.24,12572.12,149921.17,74960.585,141855.36,70927.68,51620.64,25810.32
351,24521.68,12260.84,145019.16,72509.58,137395.2,68697.6,50299.02,25149.51
352,24201.52,12100.76,138979.77,69489.885,134753.52,67376.76,49222.86,24611.43
353,21295.84,10647.92,119109.65,59554.825,121808.8,60904.4,43082.04,21541.02
354,19755.92,9877.96,109984.32,54992.16,116616.56,58308.28,41840.76,20920.38
355,23921.84,11960.92,131931.58,65965.79,130096.88,65048.44,49236.78,24618.39
356,24873.84,12436.92,131696.13,65848.065,130669.76,65334.88,48069.96,24034.98
357,23121.92,11560.96,124868.37,62434.185,129331.52,64665.76,46236.36,23118.18
358,21854.32,10927.16,106334.49,53167.245,122025.52,61012.76,43556.28,21778.14
359,18745.12,9372.56,98238.57,49119.285,108419.44,54209.72,40553.22,20276.61
360,18556.8,9278.4,99257.24,49628.62,113440.48,56720.24,37441.44,18720.72
361,19169.04,9584.52,102160.52,51080.26,114041.36,57020.68,41159.1,20579.55
362,24890.4,12445.2,114896.71,57448.355,126591.6,63295.8,40676.16,20338.08
363,22533.28,11266.64,116072.41,58036.205,127835.36,63917.68,42180,21090
364,22398.8,11199.4,115970.58,57985.29,129457.36,64728.68,44008.14,22004.07
365,20601.12,10300.56,109663.1,54831.55,126350,63175,43614.84,21807.42
